"IDRow","ID","consent","country","year","Block","ChoiceQuestion","Choice","ChoiceSum","alt1attr1hh2","alt1attr1hh3","alt1attr2coast2","alt1attr2coast3","alt1attr3cost","alt1attr4perk1","alt1attr4perk2","alt2attr1hh2","alt2attr1hh3","alt2attr2coast2","alt2attr2coast3","alt2attr3cost","alt2attr4perk1","alt2attr4perk2","alt3attr1hh2","alt3attr1hh3","alt3attr2coast2","alt3attr2coast3","alt3attr3cost","alt3attr4perk1","alt3attr4perk2","env1","env2","env3","env4","env5","env6","env7","pay_elecbill","marital_status","num_adults","num_children","education","economic_status","distance_coast","buy_green_energy","ideo","income","duration_mins","too_short","age","completed","female","England","NI","Scotland","Double_id"
"2476",2476,248,1,3,1964,1,6,2,15,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,1,2,2,1,3,1,1,300,5,2,0,4,1,30,2,6,5,9.666666985,NA,53,1,0,0,0,1,NA
"2477",2477,248,1,3,1964,1,7,2,15,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,1,300,5,2,0,4,1,30,2,6,5,9.666666985,NA,53,1,0,0,0,1,NA
"2478",2478,248,1,3,1964,1,8,1,15,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,1,2,2,1,3,1,1,300,5,2,0,4,1,30,2,6,5,9.666666985,NA,53,1,0,0,0,1,NA
"2479",2479,248,1,3,1964,1,9,1,15,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,1,2,2,1,3,1,1,300,5,2,0,4,1,30,2,6,5,9.666666985,NA,53,1,0,0,0,1,NA
"2480",2480,248,1,3,1964,1,10,1,15,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,2,2,1,3,1,1,300,5,2,0,4,1,30,2,6,5,9.666666985,NA,53,1,0,0,0,1,NA
"2481",2481,249,1,2,1955,1,1,3,23,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,4,4,4,2,3,2,1,250,1,1,0,3,1,50,2,6,3,9.666666985,NA,62,1,0,0,1,0,NA
"2482",2482,249,1,2,1955,1,2,3,23,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,4,4,4,2,3,2,1,250,1,1,0,3,1,50,2,6,3,9.666666985,NA,62,1,0,0,1,0,NA
"2483",2483,249,1,2,1955,1,3,2,23,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,4,4,4,2,3,2,1,250,1,1,0,3,1,50,2,6,3,9.666666985,NA,62,1,0,0,1,0,NA
"2484",2484,249,1,2,1955,1,4,3,23,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,4,4,4,2,3,2,1,250,1,1,0,3,1,50,2,6,3,9.666666985,NA,62,1,0,0,1,0,NA
"2485",2485,249,1,2,1955,1,5,3,23,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,4,4,4,2,3,2,1,250,1,1,0,3,1,50,2,6,3,9.666666985,NA,62,1,0,0,1,0,NA
"2486",2486,249,1,2,1955,1,6,2,23,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,4,4,4,2,3,2,1,250,1,1,0,3,1,50,2,6,3,9.666666985,NA,62,1,0,0,1,0,NA
"2487",2487,249,1,2,1955,1,7,2,23,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,4,2,3,2,1,250,1,1,0,3,1,50,2,6,3,9.666666985,NA,62,1,0,0,1,0,NA
"2488",2488,249,1,2,1955,1,8,3,23,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,4,4,4,2,3,2,1,250,1,1,0,3,1,50,2,6,3,9.666666985,NA,62,1,0,0,1,0,NA
"2489",2489,249,1,2,1955,1,9,1,23,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,4,4,4,2,3,2,1,250,1,1,0,3,1,50,2,6,3,9.666666985,NA,62,1,0,0,1,0,NA
"2490",2490,249,1,2,1955,1,10,1,23,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,4,4,4,2,3,2,1,250,1,1,0,3,1,50,2,6,3,9.666666985,NA,62,1,0,0,1,0,NA
"2491",2491,250,1,1,1966,1,1,2,14,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,400,3,1,0,7,3,60,2,6,3,9.666666985,NA,51,1,0,1,0,0,NA
"2492",2492,250,1,1,1966,1,2,1,14,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,400,3,1,0,7,3,60,2,6,3,9.666666985,NA,51,1,0,1,0,0,NA
"2493",2493,250,1,1,1966,1,3,1,14,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,400,3,1,0,7,3,60,2,6,3,9.666666985,NA,51,1,0,1,0,0,NA
"2494",2494,250,1,1,1966,1,4,2,14,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1,1,400,3,1,0,7,3,60,2,6,3,9.666666985,NA,51,1,0,1,0,0,NA
"2495",2495,250,1,1,1966,1,5,1,14,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1,1,400,3,1,0,7,3,60,2,6,3,9.666666985,NA,51,1,0,1,0,0,NA
"2496",2496,250,1,1,1966,1,6,2,14,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,400,3,1,0,7,3,60,2,6,3,9.666666985,NA,51,1,0,1,0,0,NA
"2497",2497,250,1,1,1966,1,7,1,14,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,400,3,1,0,7,3,60,2,6,3,9.666666985,NA,51,1,0,1,0,0,NA
"2498",2498,250,1,1,1966,1,8,1,14,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,400,3,1,0,7,3,60,2,6,3,9.666666985,NA,51,1,0,1,0,0,NA
"2499",2499,250,1,1,1966,1,9,2,14,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,400,3,1,0,7,3,60,2,6,3,9.666666985,NA,51,1,0,1,0,0,NA
"2500",2500,250,1,1,1966,1,10,1,14,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1,1,400,3,1,0,7,3,60,2,6,3,9.666666985,NA,51,1,0,1,0,0,NA
"2501",2501,251,1,1,1990,1,1,1,15,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,3,3,2,2,1,1,10,1,4,1,3,1,30,2,2,4,9.683333397,NA,27,1,0,1,0,0,NA
"2502",2502,251,1,1,1990,1,2,1,15,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,3,3,2,2,1,1,10,1,4,1,3,1,30,2,2,4,9.683333397,NA,27,1,0,1,0,0,NA
"2503",2503,251,1,1,1990,1,3,1,15,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,3,3,2,2,1,1,10,1,4,1,3,1,30,2,2,4,9.683333397,NA,27,1,0,1,0,0,NA
"2504",2504,251,1,1,1990,1,4,2,15,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,3,3,2,2,1,1,10,1,4,1,3,1,30,2,2,4,9.683333397,NA,27,1,0,1,0,0,NA
"2505",2505,251,1,1,1990,1,5,2,15,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,3,3,2,2,1,1,10,1,4,1,3,1,30,2,2,4,9.683333397,NA,27,1,0,1,0,0,NA
"2506",2506,251,1,1,1990,1,6,2,15,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,3,3,2,2,1,1,10,1,4,1,3,1,30,2,2,4,9.683333397,NA,27,1,0,1,0,0,NA
"2507",2507,251,1,1,1990,1,7,1,15,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,2,2,1,1,10,1,4,1,3,1,30,2,2,4,9.683333397,NA,27,1,0,1,0,0,NA
"2508",2508,251,1,1,1990,1,8,3,15,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,3,3,2,2,1,1,10,1,4,1,3,1,30,2,2,4,9.683333397,NA,27,1,0,1,0,0,NA
"2509",2509,251,1,1,1990,1,9,1,15,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,3,3,2,2,1,1,10,1,4,1,3,1,30,2,2,4,9.683333397,NA,27,1,0,1,0,0,NA
"2510",2510,251,1,1,1990,1,10,1,15,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,3,3,2,2,1,1,10,1,4,1,3,1,30,2,2,4,9.683333397,NA,27,1,0,1,0,0,NA
"2511",2511,252,1,2,1998,1,1,1,14,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,200,1,3,0,4,7,15,1,4,5,9.716666222,NA,19,1,1,0,1,0,NA
"2512",2512,252,1,2,1998,1,2,1,14,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,200,1,3,0,4,7,15,1,4,5,9.716666222,NA,19,1,1,0,1,0,NA
"2513",2513,252,1,2,1998,1,3,1,14,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,200,1,3,0,4,7,15,1,4,5,9.716666222,NA,19,1,1,0,1,0,NA
"2514",2514,252,1,2,1998,1,4,2,14,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,200,1,3,0,4,7,15,1,4,5,9.716666222,NA,19,1,1,0,1,0,NA
"2515",2515,252,1,2,1998,1,5,1,14,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,200,1,3,0,4,7,15,1,4,5,9.716666222,NA,19,1,1,0,1,0,NA
"2516",2516,252,1,2,1998,1,6,2,14,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,200,1,3,0,4,7,15,1,4,5,9.716666222,NA,19,1,1,0,1,0,NA
"2517",2517,252,1,2,1998,1,7,1,14,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,200,1,3,0,4,7,15,1,4,5,9.716666222,NA,19,1,1,0,1,0,NA
"2518",2518,252,1,2,1998,1,8,2,14,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,200,1,3,0,4,7,15,1,4,5,9.716666222,NA,19,1,1,0,1,0,NA
"2519",2519,252,1,2,1998,1,9,2,14,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,200,1,3,0,4,7,15,1,4,5,9.716666222,NA,19,1,1,0,1,0,NA
"2520",2520,252,1,2,1998,1,10,1,14,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,200,1,3,0,4,7,15,1,4,5,9.716666222,NA,19,1,1,0,1,0,NA
"2521",2521,253,1,3,1964,1,1,3,19,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1800,2,2,2,3,6,25,2,5,3,9.716666222,NA,53,1,1,0,0,1,NA
"2522",2522,253,1,3,1964,1,2,1,19,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1800,2,2,2,3,6,25,2,5,3,9.716666222,NA,53,1,1,0,0,1,NA
"2523",2523,253,1,3,1964,1,3,1,19,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1800,2,2,2,3,6,25,2,5,3,9.716666222,NA,53,1,1,0,0,1,NA
"2524",2524,253,1,3,1964,1,4,2,19,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1800,2,2,2,3,6,25,2,5,3,9.716666222,NA,53,1,1,0,0,1,NA
"2525",2525,253,1,3,1964,1,5,1,19,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1800,2,2,2,3,6,25,2,5,3,9.716666222,NA,53,1,1,0,0,1,NA
"2526",2526,253,1,3,1964,1,6,3,19,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1800,2,2,2,3,6,25,2,5,3,9.716666222,NA,53,1,1,0,0,1,NA
"2527",2527,253,1,3,1964,1,7,2,19,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1800,2,2,2,3,6,25,2,5,3,9.716666222,NA,53,1,1,0,0,1,NA
"2528",2528,253,1,3,1964,1,8,2,19,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1800,2,2,2,3,6,25,2,5,3,9.716666222,NA,53,1,1,0,0,1,NA
"2529",2529,253,1,3,1964,1,9,2,19,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1800,2,2,2,3,6,25,2,5,3,9.716666222,NA,53,1,1,0,0,1,NA
"2530",2530,253,1,3,1964,1,10,2,19,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1800,2,2,2,3,6,25,2,5,3,9.716666222,NA,53,1,1,0,0,1,NA
"2541",2541,255,1,1,1984,1,1,3,23,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,3,2,2,3,2,2,550,1,2,0,8,1,35,2,6,5,9.733333588,NA,33,1,0,1,0,0,NA
"2542",2542,255,1,1,1984,1,2,3,23,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,3,2,2,3,2,2,550,1,2,0,8,1,35,2,6,5,9.733333588,NA,33,1,0,1,0,0,NA
"2543",2543,255,1,1,1984,1,3,2,23,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,3,2,2,3,2,2,550,1,2,0,8,1,35,2,6,5,9.733333588,NA,33,1,0,1,0,0,NA
"2544",2544,255,1,1,1984,1,4,3,23,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,3,2,2,3,2,2,550,1,2,0,8,1,35,2,6,5,9.733333588,NA,33,1,0,1,0,0,NA
"2545",2545,255,1,1,1984,1,5,3,23,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,3,2,2,3,2,2,550,1,2,0,8,1,35,2,6,5,9.733333588,NA,33,1,0,1,0,0,NA
"2546",2546,255,1,1,1984,1,6,2,23,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,3,2,2,3,2,2,550,1,2,0,8,1,35,2,6,5,9.733333588,NA,33,1,0,1,0,0,NA
"2547",2547,255,1,1,1984,1,7,2,23,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,2,2,3,2,2,550,1,2,0,8,1,35,2,6,5,9.733333588,NA,33,1,0,1,0,0,NA
"2548",2548,255,1,1,1984,1,8,3,23,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,3,2,2,3,2,2,550,1,2,0,8,1,35,2,6,5,9.733333588,NA,33,1,0,1,0,0,NA
"2549",2549,255,1,1,1984,1,9,1,23,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,3,2,2,3,2,2,550,1,2,0,8,1,35,2,6,5,9.733333588,NA,33,1,0,1,0,0,NA
"2550",2550,255,1,1,1984,1,10,1,23,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,3,2,2,3,2,2,550,1,2,0,8,1,35,2,6,5,9.733333588,NA,33,1,0,1,0,0,NA
"2551",2551,256,1,1,1997,1,1,1,13,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,700,1,3,0,4,7,40,1,8,6,9.75,NA,20,1,0,1,0,0,NA
"2552",2552,256,1,1,1997,1,2,1,13,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,700,1,3,0,4,7,40,1,8,6,9.75,NA,20,1,0,1,0,0,NA
"2553",2553,256,1,1,1997,1,3,1,13,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,700,1,3,0,4,7,40,1,8,6,9.75,NA,20,1,0,1,0,0,NA
"2554",2554,256,1,1,1997,1,4,2,13,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,3,3,1,1,3,2,700,1,3,0,4,7,40,1,8,6,9.75,NA,20,1,0,1,0,0,NA
"2555",2555,256,1,1,1997,1,5,1,13,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,3,3,1,1,3,2,700,1,3,0,4,7,40,1,8,6,9.75,NA,20,1,0,1,0,0,NA
"2556",2556,256,1,1,1997,1,6,2,13,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,700,1,3,0,4,7,40,1,8,6,9.75,NA,20,1,0,1,0,0,NA
"2557",2557,256,1,1,1997,1,7,1,13,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,700,1,3,0,4,7,40,1,8,6,9.75,NA,20,1,0,1,0,0,NA
"2558",2558,256,1,1,1997,1,8,1,13,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,700,1,3,0,4,7,40,1,8,6,9.75,NA,20,1,0,1,0,0,NA
"2559",2559,256,1,1,1997,1,9,2,13,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,3,3,1,1,3,2,700,1,3,0,4,7,40,1,8,6,9.75,NA,20,1,0,1,0,0,NA
"2560",2560,256,1,1,1997,1,10,1,13,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,3,3,1,1,3,2,700,1,3,0,4,7,40,1,8,6,9.75,NA,20,1,0,1,0,0,NA
"2561",2561,257,1,3,1982,1,1,3,27,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1000,5,2,2,4,6,5,2,5,3,9.816666603,NA,35,1,1,0,0,1,NA
"2562",2562,257,1,3,1982,1,2,3,27,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1000,5,2,2,4,6,5,2,5,3,9.816666603,NA,35,1,1,0,0,1,NA
"2563",2563,257,1,3,1982,1,3,2,27,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1000,5,2,2,4,6,5,2,5,3,9.816666603,NA,35,1,1,0,0,1,NA
"2564",2564,257,1,3,1982,1,4,3,27,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1000,5,2,2,4,6,5,2,5,3,9.816666603,NA,35,1,1,0,0,1,NA
"2565",2565,257,1,3,1982,1,5,3,27,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1000,5,2,2,4,6,5,2,5,3,9.816666603,NA,35,1,1,0,0,1,NA
"2566",2566,257,1,3,1982,1,6,2,27,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1000,5,2,2,4,6,5,2,5,3,9.816666603,NA,35,1,1,0,0,1,NA
"2567",2567,257,1,3,1982,1,7,2,27,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1000,5,2,2,4,6,5,2,5,3,9.816666603,NA,35,1,1,0,0,1,NA
"2568",2568,257,1,3,1982,1,8,3,27,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1000,5,2,2,4,6,5,2,5,3,9.816666603,NA,35,1,1,0,0,1,NA
"2569",2569,257,1,3,1982,1,9,3,27,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1000,5,2,2,4,6,5,2,5,3,9.816666603,NA,35,1,1,0,0,1,NA
"2570",2570,257,1,3,1982,1,10,3,27,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1000,5,2,2,4,6,5,2,5,3,9.816666603,NA,35,1,1,0,0,1,NA
"2571",2571,258,1,2,1989,1,1,1,16,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,1,1,2,3,2,2,300,1,1,1,5,1,5,2,5,2,9.833333015,NA,28,1,1,0,1,0,NA
"2572",2572,258,1,2,1989,1,2,1,16,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,1,1,2,3,2,2,300,1,1,1,5,1,5,2,5,2,9.833333015,NA,28,1,1,0,1,0,NA
"2573",2573,258,1,2,1989,1,3,1,16,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,1,1,2,3,2,2,300,1,1,1,5,1,5,2,5,2,9.833333015,NA,28,1,1,0,1,0,NA
"2574",2574,258,1,2,1989,1,4,2,16,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,1,1,2,3,2,2,300,1,1,1,5,1,5,2,5,2,9.833333015,NA,28,1,1,0,1,0,NA
"2575",2575,258,1,2,1989,1,5,2,16,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,3,1,1,2,3,2,2,300,1,1,1,5,1,5,2,5,2,9.833333015,NA,28,1,1,0,1,0,NA
"2576",2576,258,1,2,1989,1,6,2,16,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,3,1,1,2,3,2,2,300,1,1,1,5,1,5,2,5,2,9.833333015,NA,28,1,1,0,1,0,NA
"2577",2577,258,1,2,1989,1,7,2,16,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,1,1,2,3,2,2,300,1,1,1,5,1,5,2,5,2,9.833333015,NA,28,1,1,0,1,0,NA
"2578",2578,258,1,2,1989,1,8,2,16,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,3,1,1,2,3,2,2,300,1,1,1,5,1,5,2,5,2,9.833333015,NA,28,1,1,0,1,0,NA
"2579",2579,258,1,2,1989,1,9,1,16,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,3,1,1,2,3,2,2,300,1,1,1,5,1,5,2,5,2,9.833333015,NA,28,1,1,0,1,0,NA
"2580",2580,258,1,2,1989,1,10,2,16,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,1,1,2,3,2,2,300,1,1,1,5,1,5,2,5,2,9.833333015,NA,28,1,1,0,1,0,NA
"2581",2581,259,1,2,1980,1,1,3,25,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,600,2,2,2,5,1,0.200000003,1,5,3,9.833333015,NA,37,1,0,0,1,0,NA
"2582",2582,259,1,2,1980,1,2,3,25,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,600,2,2,2,5,1,0.200000003,1,5,3,9.833333015,NA,37,1,0,0,1,0,NA
"2583",2583,259,1,2,1980,1,3,3,25,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,600,2,2,2,5,1,0.200000003,1,5,3,9.833333015,NA,37,1,0,0,1,0,NA
"2584",2584,259,1,2,1980,1,4,3,25,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,600,2,2,2,5,1,0.200000003,1,5,3,9.833333015,NA,37,1,0,0,1,0,NA
"2585",2585,259,1,2,1980,1,5,2,25,1,0,0,0,100,1,0,0,0,0,1,50,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,600,2,2,2,5,1,0.200000003,1,5,3,9.833333015,NA,37,1,0,0,1,0,NA
"2586",2586,259,1,2,1980,1,6,3,25,0,0,0,0,50,0,0,0,1,0,1,10,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,600,2,2,2,5,1,0.200000003,1,5,3,9.833333015,NA,37,1,0,0,1,0,NA
"2587",2587,259,1,2,1980,1,7,2,25,0,1,1,0,50,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,600,2,2,2,5,1,0.200000003,1,5,3,9.833333015,NA,37,1,0,0,1,0,NA
"2588",2588,259,1,2,1980,1,8,3,25,1,0,0,1,150,0,1,0,0,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,600,2,2,2,5,1,0.200000003,1,5,3,9.833333015,NA,37,1,0,0,1,0,NA
"2589",2589,259,1,2,1980,1,9,1,25,0,0,0,0,10,0,1,0,1,1,0,100,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,600,2,2,2,5,1,0.200000003,1,5,3,9.833333015,NA,37,1,0,0,1,0,NA
"2590",2590,259,1,2,1980,1,10,2,25,1,0,0,1,10,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,600,2,2,2,5,1,0.200000003,1,5,3,9.833333015,NA,37,1,0,0,1,0,NA
"2591",2591,260,1,1,1999,1,1,1,20,0,0,0,1,50,0,0,0,1,0,1,150,0,0,0,0,0,0,0,0,0,3,1,4,2,2,2,1,1200,1,4,5,4,7,6,1,5,1,9.883333206,NA,18,1,0,1,0,0,NA
"2592",2592,260,1,1,1999,1,2,2,20,1,0,1,0,100,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,3,1,4,2,2,2,1,1200,1,4,5,4,7,6,1,5,1,9.883333206,NA,18,1,0,1,0,0,NA
"2593",2593,260,1,1,1999,1,3,1,20,0,1,0,0,20,0,1,1,0,1,0,10,1,0,0,0,0,0,0,0,0,3,1,4,2,2,2,1,1200,1,4,5,4,7,6,1,5,1,9.883333206,NA,18,1,0,1,0,0,NA
"2594",2594,260,1,1,1999,1,4,3,20,0,0,0,0,100,1,0,0,1,1,0,100,0,1,0,0,0,0,0,0,0,3,1,4,2,2,2,1,1200,1,4,5,4,7,6,1,5,1,9.883333206,NA,18,1,0,1,0,0,NA
